CustomerID,Recency,Frequency,Monetary,FirstPurchase,LastPurchase,TenureDays,TenureYears,AvgOrder,PurchasesPerYear,est_CLV_1yr,est_CLV_tenure,CohortMonth
12393.0,72,4,1582.6,2011-01-11 09:47:00,2011-09-28 15:41:00,260,0.71,395.65,5.62,2221.73,1582.6,2011-01
12394.0,64,2,1272.48,2011-05-06 14:01:00,2011-10-07 08:08:00,153,0.42,636.24,4.77,3035.65,1272.48,2011-05
12395.0,19,12,3018.63,2010-12-03 16:35:00,2011-11-20 15:21:00,351,0.96,251.55,12.48,3139.03,3018.63,2010-12
12397.0,36,2,2409.9,2011-07-27 14:21:00,2011-11-04 09:52:00,99,0.27,1204.95,7.37,8884.98,2409.9,2011-07
12398.0,46,1,1635.66,2011-10-25 10:27:00,2011-10-25 10:27:00,1,0.0,1635.66,365.0,597015.9,1635.66,2011-10
12399.0,119,4,1108.65,2011-03-23 09:42:00,2011-08-12 13:15:00,142,0.39,277.16,10.28,2849.7,1108.65,2011-03
12401.0,303,1,84.3,2011-02-09 13:50:00,2011-02-09 13:50:00,1,0.0,84.3,365.0,30769.5,84.3,2011-02
12402.0,323,1,225.6,2011-01-20 13:49:00,2011-01-20 13:49:00,1,0.0,225.6,365.0,82344.0,225.6,2011-01
12403.0,50,1,427.7,2011-10-21 10:51:00,2011-10-21 10:51:00,1,0.0,427.7,365.0,156110.5,427.7,2011-10
12405.0,149,1,1710.39,2011-07-14 08:52:00,2011-07-14 08:52:00,1,0.0,1710.39,365.0,624292.35,1710.39,2011-07
12406.0,22,2,3415.3,2011-06-09 10:23:00,2011-11-17 19:22:00,161,0.44,1707.65,4.53,7742.76,3415.3,2011-06
12407.0,50,5,1708.12,2011-03-20 13:21:00,2011-10-21 10:11:00,214,0.59,341.62,8.53,2913.38,1708.12,2011-03
12408.0,33,5,2888.55,2011-03-24 14:46:00,2011-11-07 12:27:00,227,0.62,577.71,8.04,4644.58,2888.55,2011-03
12409.0,79,3,11072.67,2011-06-10 12:19:00,2011-09-22 10:38:00,103,0.28,3690.89,10.63,39238.1,11072.67,2011-06
12410.0,309,2,693.33,2011-02-04 10:38:00,2011-02-04 10:39:00,1,0.0,346.66,730.0,253065.45,693.33,2011-02
12412.0,75,3,1226.88,2011-06-23 13:51:00,2011-09-26 10:16:00,94,0.26,408.96,11.65,4763.95,1226.88,2011-06
12413.0,67,3,758.1,2011-01-06 16:12:00,2011-10-04 09:00:00,270,0.74,252.7,4.06,1024.84,758.1,2011-01
12414.0,217,3,562.41,2011-02-02 14:51:00,2011-05-06 14:51:00,93,0.25,187.47,11.77,2207.31,562.41,2011-02
12415.0,24,21,124914.53,2011-01-06 11:12:00,2011-11-15 14:22:00,313,0.86,5948.31,24.49,145667.1,124914.53,2011-01
12417.0,3,9,3649.1,2010-12-17 11:51:00,2011-12-06 14:52:00,354,0.97,405.46,9.28,3762.49,3649.1,2010-12
12418.0,113,1,668.58,2011-08-19 11:08:00,2011-08-19 11:08:00,1,0.0,668.58,365.0,244031.7,668.58,2011-08
12420.0,64,1,600.39,2011-10-07 08:55:00,2011-10-07 08:55:00,1,0.0,600.39,365.0,219142.35,600.39,2011-10
12421.0,16,4,807.04,2011-01-24 15:09:00,2011-11-24 09:07:00,303,0.83,201.76,4.82,972.18,807.04,2011-01
12422.0,96,3,803.56,2011-01-19 09:13:00,2011-09-05 09:48:00,229,0.63,267.85,4.78,1280.78,803.56,2011-01
12423.0,1,8,1859.31,2010-12-21 10:54:00,2011-12-09 10:10:00,352,0.96,232.41,8.3,1927.98,1859.31,2010-12
12424.0,163,2,1760.96,2011-06-30 12:06:00,2011-06-30 12:06:00,1,0.0,880.48,730.0,642750.4,1760.96,2011-06
12425.0,78,1,777.2,2011-09-22 17:31:00,2011-09-22 17:31:00,1,0.0,777.2,365.0,283678.0,777.2,2011-09
12426.0,195,1,582.73,2011-05-29 12:26:00,2011-05-29 12:26:00,1,0.0,582.73,365.0,212696.45,582.73,2011-05
12427.0,22,3,825.8,2010-12-03 10:44:00,2011-11-18 08:56:00,349,0.96,275.27,3.14,863.66,825.8,2010-12
12428.0,26,9,7956.46,2011-03-01 09:33:00,2011-11-14 08:22:00,257,0.7,884.05,12.78,11300.03,7956.46,2011-03
12429.0,9,4,3750.4,2010-12-09 12:05:00,2011-11-30 17:22:00,356,0.98,937.6,4.1,3845.21,3750.4,2010-12
12430.0,43,1,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,1,0.0,256.4,365.0,93586.0,256.4,2011-10
12431.0,36,15,6487.45,2010-12-01 10:03:00,2011-11-04 11:55:00,338,0.93,432.5,16.2,7005.68,6487.45,2010-12
12432.0,43,5,5059.32,2011-06-20 13:27:00,2011-10-28 11:43:00,129,0.35,1011.86,14.15,14315.13,5059.32,2011-06
12433.0,1,7,13375.87,2010-12-01 13:24:00,2011-12-09 10:02:00,372,1.02,1910.84,6.87,13124.17,13375.87,2010-12
12434.0,85,2,806.14,2011-03-24 13:05:00,2011-09-16 12:38:00,175,0.48,403.07,4.17,1681.38,806.14,2011-03
12435.0,80,2,7829.89,2011-03-17 07:40:00,2011-09-21 09:06:00,188,0.52,3914.94,3.88,15201.65,7829.89,2011-03
12436.0,100,1,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,1,0.0,509.01,365.0,185788.65,509.01,2011-09
12437.0,2,18,4951.41,2011-01-12 14:13:00,2011-12-08 11:35:00,329,0.9,275.08,19.97,5493.21,4951.41,2011-01
12438.0,14,2,2906.85,2011-07-22 13:29:00,2011-11-25 13:28:00,125,0.34,1453.42,5.84,8488.0,2906.85,2011-07
12441.0,367,1,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,1,0.0,173.55,365.0,63345.75,173.55,2010-12
12442.0,3,1,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,1,0.0,172.06,365.0,62801.9,172.06,2011-12
12444.0,21,5,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,149,0.41,1001.09,12.25,12261.7,5005.46,2011-06
12445.0,22,1,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,1,0.0,133.4,365.0,48691.0,133.4,2011-11
12446.0,58,1,1002.31,2011-10-13 12:50:00,2011-10-13 12:50:00,1,0.0,1002.31,365.0,365843.15,1002.31,2011-10
12447.0,243,1,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,1,0.0,476.49,365.0,173918.85,476.49,2011-04
12448.0,44,1,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,1,0.0,449.45,365.0,164049.25,449.45,2011-10
12449.0,22,4,4067.29,2011-06-05 15:37:00,2011-11-17 13:46:00,164,0.45,1016.82,8.9,9052.2,4067.29,2011-06
12450.0,156,2,197.88,2011-06-19 14:36:00,2011-07-06 14:41:00,17,0.05,98.94,42.94,4248.6,197.88,2011-06
12451.0,11,5,9035.52,2011-01-19 09:05:00,2011-11-29 08:40:00,313,0.86,1807.1,5.83,10536.63,9035.52,2011-01
12452.0,17,2,430.57,2011-11-23 08:05:00,2011-11-23 10:28:00,1,0.0,215.28,730.0,157158.05,430.57,2011-11
12453.0,134,1,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,1,0.0,707.09,365.0,258087.85,707.09,2011-07
12454.0,56,1,3528.34,2011-10-14 17:13:00,2011-10-14 17:13:00,1,0.0,3528.34,365.0,1287844.1,3528.34,2011-10
12455.0,73,6,2466.86,2011-02-16 09:56:00,2011-09-27 15:31:00,223,0.61,411.14,9.82,4037.69,2466.86,2011-02
12456.0,44,3,3181.04,2011-03-30 09:12:00,2011-10-26 14:41:00,210,0.58,1060.35,5.21,5528.95,3181.04,2011-03
12457.0,66,7,2363.23,2011-04-14 18:57:00,2011-10-04 13:13:00,172,0.47,337.6,14.85,5014.99,2363.23,2011-04
12458.0,71,2,947.4,2011-02-28 10:55:00,2011-09-29 15:25:00,213,0.58,473.7,3.43,1623.48,947.4,2011-02
12461.0,94,2,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,60,0.16,413.44,12.17,5030.19,826.88,2011-07
12462.0,19,2,1189.59,2011-02-09 14:44:00,2011-11-21 09:11:00,284,0.78,594.79,2.57,1528.87,1189.59,2011-02
12463.0,53,4,1344.78,2011-04-12 12:47:00,2011-10-17 13:44:00,188,0.52,336.2,7.77,2610.88,1344.78,2011-04
12464.0,10,8,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,299,0.82,151.51,9.77,1479.59,1212.05,2011-02
12465.0,17,2,742.19,2011-06-23 13:37:00,2011-11-22 16:34:00,152,0.42,371.1,4.8,1782.23,742.19,2011-06
12468.0,188,2,729.54,2011-01-27 13:29:00,2011-06-05 11:36:00,128,0.35,364.77,5.7,2080.33,729.54,2011-01
12471.0,2,30,19824.05,2010-12-10 09:35:00,2011-12-07 15:43:00,362,0.99,660.8,30.25,19988.34,19824.05,2010-12
12472.0,32,7,6572.11,2010-12-05 14:19:00,2011-11-07 14:01:00,336,0.92,938.87,7.6,7139.35,6572.11,2010-12
12473.0,29,5,3938.55,2011-06-01 10:15:00,2011-11-10 13:46:00,162,0.44,787.71,11.27,8873.89,3938.55,2011-06
12474.0,17,18,7375.79,2011-01-14 10:06:00,2011-11-22 14:39:00,312,0.85,409.77,21.06,8628.73,7375.79,2011-01
12475.0,54,1,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,1,0.0,723.38,365.0,264033.7,723.38,2011-10
12476.0,16,11,6816.42,2010-12-13 14:39:00,2011-11-24 12:40:00,345,0.95,619.67,11.64,7211.57,6816.42,2010-12
12477.0,23,6,13219.74,2011-02-11 12:45:00,2011-11-17 09:51:00,278,0.76,2203.29,7.88,17356.85,13219.74,2011-02
12478.0,4,1,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,1,0.0,680.99,365.0,248561.35,680.99,2011-12
12479.0,11,1,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,1,0.0,527.2,365.0,192428.0,527.2,2011-11
12480.0,28,4,3281.63,2011-01-07 15:27:00,2011-11-11 14:52:00,307,0.84,820.41,4.76,3901.61,3281.63,2011-01
12481.0,23,10,5596.32,2010-12-09 10:13:00,2011-11-17 08:29:00,342,0.94,559.63,10.67,5972.68,5596.32,2010-12
12483.0,17,8,2484.98,2011-01-04 14:20:00,2011-11-22 17:02:00,322,0.88,310.62,9.07,2816.83,2484.98,2011-01
12484.0,33,6,4541.72,2011-01-07 14:04:00,2011-11-07 11:37:00,303,0.83,756.95,7.23,5471.05,4541.72,2011-01
12488.0,10,3,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,65,0.18,432.89,16.85,7292.48,1298.66,2011-09
12489.0,336,1,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,1,0.0,334.93,365.0,122249.45,334.93,2011-01
12490.0,5,10,5417.93,2011-01-14 09:13:00,2011-12-04 16:07:00,324,0.89,541.79,11.27,6103.53,5417.93,2011-01
12491.0,39,1,460.4,2011-11-01 12:18:00,2011-11-01 12:18:00,1,0.0,460.4,365.0,168046.0,460.4,2011-11
12492.0,63,2,263.21,2011-08-26 14:51:00,2011-10-07 15:15:00,42,0.12,131.61,17.38,2287.42,263.21,2011-08
12493.0,166,2,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,31,0.08,216.87,23.55,5106.94,433.74,2011-05
12494.0,16,7,1246.1,2010-12-09 11:31:00,2011-11-24 09:34:00,349,0.96,178.01,7.32,1303.23,1246.1,2010-12
12497.0,82,1,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,1,0.0,1043.1,365.0,380731.5,1043.1,2011-09
12498.0,21,3,403.7,2011-10-13 09:30:00,2011-11-18 12:53:00,36,0.1,134.57,30.42,4093.07,403.7,2011-10
12500.0,23,11,4257.82,2011-01-10 09:48:00,2011-11-16 16:20:00,310,0.85,387.07,12.95,5013.24,4257.82,2011-01
12501.0,337,1,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,1,0.0,2169.39,365.0,791827.35,2169.39,2011-01
12502.0,96,5,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,214,0.59,744.77,8.53,6351.46,3723.87,2011-02
12504.0,18,2,482.05,2011-11-09 14:56:00,2011-11-21 16:02:00,12,0.03,241.02,60.83,14662.35,482.05,2011-11
12506.0,233,1,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,1,0.0,73.5,365.0,26827.5,73.5,2011-04
12507.0,134,3,1304.81,2011-02-14 09:24:00,2011-07-28 17:09:00,164,0.45,434.94,6.68,2904.0,1304.81,2011-02
12508.0,26,2,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,2,0.01,199.14,365.0,72684.27,398.27,2011-11
12509.0,284,1,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,1,0.0,176.5,365.0,64422.5,176.5,2011-02
12510.0,143,2,982.57,2011-01-18 14:04:00,2011-07-20 10:15:00,182,0.5,491.28,4.01,1970.54,982.57,2011-01
12512.0,66,2,138.03,2011-10-04 14:53:00,2011-10-04 14:55:00,1,0.0,69.02,730.0,50380.95,138.03,2011-10
12513.0,113,1,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,1,0.0,612.29,365.0,223485.85,612.29,2011-08
12514.0,267,1,1017.68,2011-03-17 16:38:00,2011-03-17 16:38:00,1,0.0,1017.68,365.0,371453.2,1017.68,2011-03
12515.0,353,1,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,1,0.0,383.7,365.0,140050.5,383.7,2010-12
12516.0,78,2,1312.06,2011-06-12 11:37:00,2011-09-23 09:13:00,102,0.28,656.03,7.16,4695.12,1312.06,2011-06
12517.0,28,5,2502.84,2011-06-02 15:13:00,2011-11-11 14:04:00,161,0.44,500.57,11.34,5674.14,2502.84,2011-06
12518.0,1,5,2056.89,2011-08-21 13:18:00,2011-12-09 10:13:00,109,0.3,411.38,16.74,6887.75,2056.89,2011-08
12519.0,64,1,340.84,2011-10-07 09:26:00,2011-10-07 09:26:00,1,0.0,340.84,365.0,124406.6,340.84,2011-10
12520.0,79,5,2634.26,2011-03-11 11:35:00,2011-09-21 15:23:00,194,0.53,526.85,9.41,4956.21,2634.26,2011-03
12521.0,143,1,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,1,0.0,599.68,365.0,218883.2,599.68,2011-07
12522.0,39,2,192.72,2011-10-19 14:41:00,2011-10-31 15:30:00,12,0.03,96.36,60.83,5861.9,192.72,2011-10
12523.0,19,11,1789.77,2011-01-12 09:43:00,2011-11-20 12:55:00,312,0.85,162.71,12.87,2093.8,1789.77,2011-01
12524.0,9,8,4485.72,2011-01-10 10:35:00,2011-11-30 15:31:00,324,0.89,560.72,9.01,5053.36,4485.72,2011-01
12526.0,1,3,1316.66,2011-09-06 14:19:00,2011-12-09 12:09:00,93,0.25,438.89,11.77,5167.54,1316.66,2011-09
12527.0,82,3,348.71,2011-01-18 12:05:00,2011-09-19 11:55:00,243,0.67,116.24,4.51,523.78,348.71,2011-01
12528.0,9,6,1933.48,2011-01-31 09:05:00,2011-11-30 14:40:00,303,0.83,322.25,7.23,2329.11,1933.48,2011-01
12530.0,60,4,1662.28,2011-01-07 10:04:00,2011-10-11 12:34:00,277,0.76,415.57,5.27,2190.37,1662.28,2011-01
12531.0,15,1,125.22,2011-11-25 11:12:00,2011-11-25 11:12:00,1,0.0,125.22,365.0,45705.3,125.22,2011-11
12532.0,30,1,349.83,2011-11-09 13:47:00,2011-11-09 13:47:00,1,0.0,349.83,365.0,127687.95,349.83,2011-11
12534.0,131,1,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,1,0.0,1089.18,365.0,397550.7,1089.18,2011-08
12535.0,92,2,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,94,0.26,358.18,7.77,2781.57,716.35,2011-06
12536.0,43,3,12601.83,2011-10-11 14:52:00,2011-10-27 14:20:00,15,0.04,4200.61,73.0,306644.53,12601.83,2011-10
12538.0,29,1,363.95,2011-11-10 17:16:00,2011-11-10 17:16:00,1,0.0,363.95,365.0,132841.75,363.95,2011-11
12539.0,22,4,5568.35,2011-01-10 09:11:00,2011-11-17 13:30:00,311,0.85,1392.09,4.69,6535.2,5568.35,2011-01
12540.0,20,17,13400.24,2010-12-13 09:39:00,2011-11-20 11:31:00,342,0.94,788.25,18.14,14301.43,13400.24,2010-12
12541.0,30,3,981.18,2011-03-04 09:32:00,2011-11-10 10:40:00,251,0.69,327.06,4.36,1426.82,981.18,2011-03
12544.0,36,1,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,1,0.0,372.7,365.0,136035.5,372.7,2011-11
12545.0,75,2,1000.39,2011-03-25 12:04:00,2011-09-25 13:39:00,184,0.5,500.2,3.97,1984.47,1000.39,2011-03
12546.0,47,2,1161.5,2011-09-23 09:44:00,2011-10-24 12:09:00,31,0.08,580.75,23.55,13675.73,1161.5,2011-09
12547.0,198,2,207.8,2011-03-04 12:46:00,2011-05-26 12:38:00,82,0.22,103.9,8.9,924.96,207.8,2011-03
12548.0,166,1,95.2,2011-06-26 15:35:00,2011-06-26 15:35:00,1,0.0,95.2,365.0,34748.0,95.2,2011-06
12550.0,79,1,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,1,0.0,964.83,365.0,352162.95,964.83,2011-09
12551.0,358,1,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,1,0.0,168.0,365.0,61320.0,168.0,2010-12
12552.0,39,2,437.82,2011-10-31 12:11:00,2011-11-01 10:02:00,1,0.0,218.91,730.0,159804.3,437.82,2011-10
12553.0,8,10,3692.28,2011-01-14 10:42:00,2011-12-01 16:38:00,321,0.88,369.23,11.37,4198.39,3692.28,2011-01
12556.0,50,2,603.71,2011-07-11 13:35:00,2011-10-20 13:06:00,100,0.27,301.86,7.3,2203.54,603.71,2011-07
12557.0,16,5,11990.96,2010-12-03 12:20:00,2011-11-23 16:59:00,355,0.97,2398.19,5.14,12328.73,11990.96,2010-12
12558.0,8,1,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,1,0.0,269.96,365.0,98535.4,269.96,2011-12
12559.0,311,2,561.71,2011-01-24 10:12:00,2011-02-02 09:49:00,8,0.02,280.86,91.25,25628.02,561.71,2011-01
12560.0,5,3,2134.01,2011-07-19 15:55:00,2011-12-04 13:54:00,137,0.38,711.34,7.99,5685.5,2134.01,2011-07
12561.0,303,1,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,1,0.0,238.85,365.0,87180.25,238.85,2011-02
12562.0,8,7,3781.74,2011-05-25 12:44:00,2011-12-01 17:20:00,190,0.52,540.25,13.45,7264.92,3781.74,2011-05
12564.0,261,1,456.9,2011-03-23 14:55:00,2011-03-23 14:55:00,1,0.0,456.9,365.0,166768.5,456.9,2011-03
12565.0,289,1,145.92,2011-02-24 10:34:00,2011-02-24 10:34:00,1,0.0,145.92,365.0,53260.8,145.92,2011-02
12566.0,86,1,351.65,2011-09-14 14:30:00,2011-09-14 14:30:00,1,0.0,351.65,365.0,128352.25,351.65,2011-09
12567.0,23,10,9401.28,2010-12-05 11:57:00,2011-11-17 11:02:00,346,0.95,940.13,10.55,9917.54,9401.28,2010-12
12569.0,2,32,4124.69,2011-04-01 13:47:00,2011-12-07 16:24:00,250,0.68,128.9,46.72,6022.05,4124.69,2011-04
12571.0,40,2,519.61,2011-08-10 12:35:00,2011-10-31 10:19:00,81,0.22,259.8,9.01,2341.45,519.61,2011-08
12572.0,9,2,1020.42,2011-10-19 08:20:00,2011-12-01 09:20:00,43,0.12,510.21,16.98,8661.7,1020.42,2011-10
12573.0,227,1,160.54,2011-04-26 15:52:00,2011-04-26 15:52:00,1,0.0,160.54,365.0,58597.1,160.54,2011-04
12574.0,316,1,218.45,2011-01-28 09:20:00,2011-01-28 09:20:00,1,0.0,218.45,365.0,79734.25,218.45,2011-01
12576.0,36,5,1315.83,2011-02-08 11:31:00,2011-11-04 10:11:00,268,0.73,263.17,6.81,1792.08,1315.83,2011-02
12577.0,35,3,657.8,2010-12-15 16:21:00,2011-11-04 13:24:00,323,0.88,219.27,3.39,743.33,657.8,2010-12
12578.0,21,2,2794.51,2011-01-13 15:34:00,2011-11-18 13:30:00,308,0.84,1397.26,2.37,3311.68,2794.51,2011-01
12579.0,78,1,440.42,2011-09-22 17:15:00,2011-09-22 17:15:00,1,0.0,440.42,365.0,160753.3,440.42,2011-09
12580.0,247,1,415.7,2011-04-07 10:24:00,2011-04-07 10:24:00,1,0.0,415.7,365.0,151730.5,415.7,2011-04
12581.0,40,1,197.71,2011-10-31 08:56:00,2011-10-31 08:56:00,1,0.0,197.71,365.0,72164.15,197.71,2011-10
12582.0,239,2,511.36,2011-02-24 11:42:00,2011-04-15 08:45:00,49,0.13,255.68,14.9,3809.11,511.36,2011-02
12583.0,3,15,7281.38,2010-12-01 08:45:00,2011-12-07 08:07:00,370,1.01,485.43,14.8,7182.98,7281.38,2010-12
12584.0,4,9,2338.15,2011-03-04 15:15:00,2011-12-06 09:35:00,276,0.76,259.79,11.9,3092.12,2338.15,2011-03
12585.0,234,2,2040.1,2010-12-23 12:58:00,2011-04-19 13:39:00,117,0.32,1020.05,6.24,6364.41,2040.1,2010-12
12586.0,17,1,196.94,2011-11-22 16:24:00,2011-11-22 16:24:00,1,0.0,196.94,365.0,71883.1,196.94,2011-11
12587.0,8,1,144.0,2011-12-02 12:47:00,2011-12-02 12:47:00,1,0.0,144.0,365.0,52560.0,144.0,2011-12
12588.0,39,1,214.9,2011-10-31 15:01:00,2011-10-31 15:01:00,1,0.0,214.9,365.0,78438.5,214.9,2011-10
12589.0,29,2,646.68,2011-07-18 12:05:00,2011-11-11 10:19:00,115,0.32,323.34,6.35,2052.51,646.68,2011-07
12590.0,211,2,9864.26,2011-05-12 14:46:00,2011-05-12 14:52:00,1,0.0,4932.13,730.0,3600454.9,9864.26,2011-05
12591.0,317,1,452.85,2011-01-26 14:35:00,2011-01-26 14:35:00,1,0.0,452.85,365.0,165290.25,452.85,2011-01
12592.0,92,2,437.6,2011-05-10 13:44:00,2011-09-08 15:04:00,121,0.33,218.8,6.03,1320.03,437.6,2011-05
12593.0,109,3,418.1,2011-05-05 09:29:00,2011-08-23 12:43:00,110,0.3,139.37,9.95,1387.33,418.1,2011-05
12594.0,38,10,3338.22,2011-01-21 09:52:00,2011-11-02 12:20:00,285,0.78,333.82,12.81,4275.26,3338.22,2011-01
12596.0,51,2,618.27,2011-04-11 13:22:00,2011-10-19 13:02:00,190,0.52,309.14,3.84,1187.73,618.27,2011-04
